Recombination Mutation
0.00213838 0.001
1.725e-05 0.001
7.544e-05 0.001
0.00089948 0.001
0.00605185 0.001
0.0790302 0.001
0.0214131 0.001
0.00042741 0.001
0.00021843 0.001
0.00047281 0.001
0.000389 0.001
0.00075859 0.001
7.873e-05 0.001
7.223e-05 0.001
0.00015177 0.001
0.00059682 0.001
0.00198034 0.001
0.00048352 0.001
0.00092605 0.001
0.00024074 0.001
0.00024904 0.001
0.00012976 0.001
0.00129624 0.001
0.00078549 0.001
3.14e-05 0.001
0.00018234 0.001
0.00186648 0.001
0.00127855 0.001
0.00059638 0.001
0.00023133 0.001
0.00028823 0.001
0.00015623 0.001
0.00219503 0.001
0.0110142 0.001
0.00036527 0.001
5.298e-05 0.001
0.00019969 0.001
0.00059085 0.001
8.936e-05 0.001
0.00025456 0.001
3.219e-05 0.001
8.812e-05 0.001
0.0044579 0.001
0.00020874 0.001
0.00037966 0.001
9.583e-05 0.001
0.00012225 0.001
0.00123332 0.001
0.00053311 0.001
0.00054669 0.001
0.00078328 0.001
0.00220326 0.001
0.00095843 0.001
0.00072582 0.001
9.773e-05 0.001
4.622e-05 0.001
4.62e-05 0.001
9.612e-05 0.001
0.00024659 0.001
4.012e-05 0.001
0.00030788 0.001
0.00058951 0.001
0.00020062 0.001
0.00126398 0.001
0.0013687 0.001
0.00021605 0.001
3.681e-05 0.001
0.00027554 0.001
0.00010312 0.001
6.809e-05 0.001
8.554e-05 0.001
0.00032698 0.001
0.00011154 0.001
8.166e-05 0.001
0.00019949 0.001
0.00062298 0.001
0.00029072 0.001
0.00119977 0.001
0.0340072 0.001
0.228599 0.001
0.00935022 0.001
0.00684295 0.001
0.00351142 0.001
0.00039628 0.001
0.00076956 0.001
0.00156093 0.001
0.00046261 0.001
0.00326975 0.001
0.00131995 0.001
0.00060808 0.001
0.00156509 0.001
0.00237538 0.001
0.00208529 0.001
0.00096858 0.001
0.00114546 0.001
0.00127472 0.001
0.00021791 0.001
0.00055647 0.001
0.00072633 0.001
0.00102034 0.001
0.00015601 0.001
0.00022196 0.001
0.00037544 0.001
0.00099088 0.001
0.00024309 0.001
0.00084468 0.001
0.0286792 0.001
0.038107 0.001
0.00125328 0.001
0.00103741 0.001
0.00056466 0.001
0.0022668 0.001
0.00168667 0.001
0.0002016 0.001
0.00063037 0.001
0.00022094 0.001
0.00039513 0.001
0.00168056 0.001
0.00060875 0.001
0.00153213 0.001
0.00140254 0.001
0.0008688 0.001
0.00072342 0.001
0.00013013 0.001
0.00035739 0.001
0.00086132 0.001
0.00020159 0.001
0.00153231 0.001
8.219e-05 0.001
0.00170132 0.001
0.00049556 0.001
1.378e-05 0.001
5.536e-05 0.001
0.00086785 0.001
0.00049433 0.001
0.00035701 0.001
0.00075234 0.001
0.00052982 0.001
0.00055429 0.001
1.916e-05 0.001
0.00230635 0.001
0.00010746 0.001
0.00046573 0.001
0.00080562 0.001
1.397e-05 0.001
0.00019891 0.001
0.00013519 0.001
0.00154364 0.001
0.00110444 0.001
0.00118019 0.001
0.00264972 0.001
0.00097727 0.001
0.00025804 0.001
0.00375001 0.001
0.0556353 0.001
0.00443533 0.001
0.00377039 0.001
0.0015618 0.001
0.00182049 0.001
0.0317272 0.001
0.0114035 0.001
0.0261676 0.001
0.00095468 0.001
0.00750384 0.001
0.00079983 0.001
0.00095285 0.001
0.0046994 0.001
0.00140558 0.001
0.00173027 0.001
0.00012328 0.001
0.00129249 0.001
1.994e-05 0.001
7.863e-05 0.001
1.819e-05 0.001
0.00010251 0.001
0.00112594 0.001
3.612e-05 0.001
4.364e-05 0.001
0.00027195 0.001
9.584e-05 0.001
0.00038915 0.001
0.00102992 0.001
0.00020261 0.001
0.00073761 0.001
0.00011396 0.001
0.00364838 0.001
0.00959137 0.001
0.236904 0.001
0.0919377 0.001
0.00914533 0.001
0.00346765 0.001
0.00407135 0.001
0.00099382 0.001
0.00405547 0.001
0.00190411 0.001
0.00321576 0.001
0.00141493 0.001
3.857e-05 0.001
0.00023313 0.001
0.002093 0.001
9.054e-05 0.001
0.00027379 0.001
0.00152628 0.001
0.00427407 0.001
0.00657123 0.001
0.00310344 0.001
0.00294125 0.001
0.0027223 0.001
0.0062016 0.001
0.00017276 0.001
0.00413258 0.001
3.329e-05 0.001
0.00173731 0.001
0.00066512 0.001
0.00310672 0.001
0.002614 0.001
0.00840021 0.001
0.00585765 0.001
0.00821725 0.001
0.00473689 0.001
0.00614677 0.001
0.0035009 0.001
0.00777023 0.001
0.00267928 0.001
0.0009206 0.001
0.00137261 0.001
0.00260537 0.001
0.00349023 0.001
9.123e-05 0.001
0.00103225 0.001
0.00028399 0.001
0.00137318 0.001
0.00197593 0.001
0.00038569 0.001
0.0499068 0.001
0.00243599 0.001
0.0148793 0.001
0.0115159 0.001
0.0386483 0.001
0.0433021 0.001
0.00489157 0.001
0.0217073 0.001
0.00179152 0.001
0.00809796 0.001
0.00224269 0.001
0.00350591 0.001
0.00881067 0.001
0.00498922 0.001
0.0865794 0.001
0.00163059 0.001
0.00241921 0.001
0.0007213 0.001
0.0034024 0.001
0.00204011 0.001
0.00295623 0.001
0.00026776 0.001
0.00161705 0.001
0.00320889 0.001
0.00028577 0.001
0.00653587 0.001
0.048974 0.001
0.0222165 0.001
0.140445 0.001
0.101451 0.001
0.0107134 0.001
0.0093974 0.001
0.00214901 0.001
0.0154393 0.001
0.022581 0.001
0.00119091 0.001
0.026883 0.001
0.026553 0.001
0.0226015 0.001
0.0145941 0.001
0.011586 0.001
0.20109 0.001
0.0499091 0.001
0.103102 0.001
0.0251459 0.001
0.0175165 0.001
0.193755 0.001
0.00292719 0.001
0.00830277 0.001
0.00661028 0.001
0.00395827 0.001
0.00590852 0.001
0.00049587 0.001
0.00295967 0.001
0.00146935 0.001
0.0719061 0.001
0.02873 0.001
0.00156418 0.001
0.00188828 0.001
8.85e-05 0.001
0.00096726 0.001
5.94e-05 0.001
0.00283942 0.001
0.00215937 0.001
0.00372829 0.001
0.00301912 0.001
0.0036907 0.001
0.0227051 0.001
0.00567001 0.001
0.0485891 0.001
0.015904 0.001
0.0117085 0.001
0.00197435 0.001
0.000925 0.001
0.0575273 0.001
0.00519612 0.001
0.0505654 0.001
0.0006909 0.001
0.00136601 0.001
0.00811981 0.001
0.00377507 0.001
0.00349297 0.001
0.00385692 0.001
0.00309676 0.001
0.0292975 0.001
0.0206757 0.001
0.00045179 0.001
0.0168417 0.001
0.00303524 0.001
0.0971337 0.001
0.0121837 0.001
0.00392482 0.001
0.00220643 0.001
0.00222784 0.001
0.00169813 0.001
0.00105264 0.001
0.00014894 0.001
5.241e-05 0.001
0.00086607 0.001
0.0001001 0.001
0.00046347 0.001
0.00268735 0.001
0.0345279 0.001
0.00080185 0.001
0.00203416 0.001
0.00877869 0.001
0.00037089 0.001
0.0167752 0.001
0.00105945 0.001
0.00035973 0.001
9.171e-05 0.001
0.002331 0.001
0.00022737 0.001
0.00084883 0.001
0.00024337 0.001
0.00014683 0.001
0.00574131 0.001
0.00317016 0.001
0.00391609 0.001
0.0020216 0.001
0.014904 0.001
0.00108351 0.001
0.00214373 0.001
0.0244907 0.001
0.00097023 0.001
0.00193999 0.001
0.014504 0.001
0.00041926 0.001
0.00744293 0.001
0.0014738 0.001
0.00295213 0.001
0.00457384 0.001
0.00039107 0.001
0.0004193 0.001
0.00867257 0.001
0.00142174 0.001
0.00065542 0.001
0.00102463 0.001
0.0514104 0.001
0.0371857 0.001
0.140931 0.001
0.00236189 0.001
0.00118086 0.001
2.651e-05 0.001
0.00083404 0.001
0.00118373 0.001
0.00036363 0.001
0.00369128 0.001
0.00064696 0.001
0.00047123 0.001
0.00037995 0.001
0.00028123 0.001
0.00066216 0.001
0.00028722 0.001
0.00144311 0.001
0.00063066 0.001
0.00098337 0.001
0.00032682 0.001
0.0127562 0.001
0.00735974 0.001
0.0100044 0.001
0.00691684 0.001
0.00036023 0.001
0.0100025 0.001
0.0134299 0.001
0.0140669 0.001
0.0324489 0.001
0.0207602 0.001
0.00127507 0.001
0.00185225 0.001
0.0412723 0.001
0.0236367 0.001
0.00372153 0.001
0.00952708 0.001
7.467e-05 0.001
2.607e-05 0.001
2.73e-06 0.001
7.697e-05 0.001
0.00048466 0.001
8.59e-06 0.001
1.67e-06 0.001
1.32e-06 0.001
1.88e-06 0.001
2.91e-06 0.001
4.76e-06 0.001
4.9e-07 0.001
6.7e-07 0.001
1.65e-06 0.001
6.9e-07 0.001
7.9e-07 0.001
6e-07 0.001
3.4e-07 0.001
1.25e-06 0.001
4.79e-06 0.001
0.00300988 0.001
8.9e-07 0.001
0.00057124 0.001
0.00100635 0.001
6.948e-05 0.001
0.00034388 0.001
0.0040017 0.001
0.00256253 0.001
7.691e-05 0.001
0.00188871 0.001
0.00405596 0.001
0.00090615 0.001
0.00629007 0.001
0.00016241 0.001
0.00019768 0.001
0.0003613 0.001
0.00016756 0.001
0.00013424 0.001
0.00031562 0.001
7.912e-05 0.001
0.00100562 0.001
3.588e-05 0.001
2.325e-05 0.001
3.833e-05 0.001
5.53e-05 0.001
3.454e-05 0.001
4.301e-05 0.001
1.333e-05 0.001
1.18e-06 0.001
5.385e-05 0.001
7.46e-06 0.001
7.016e-05 0.001
0.0003554 0.001
0.00021827 0.001
5.685e-05 0.001
3.512e-05 0.001
4.295e-05 0.001
0.00064356 0.001
0.00032649 0.001
1.5e-06 0.001
2.068e-05 0.001
6.125e-05 0.001
0.00010501 0.001
0.00049933 0.001
0.00205465 0.001
0.00201404 0.001
0.00092176 0.001
0.00171941 0.001
0.00115163 0.001
0.00404062 0.001
0.0013231 0.001
0.00049292 0.001
0.00018109 0.001
0.00249367 0.001
0.00096399 0.001
0.00098258 0.001
0.00689146 0.001
0.00813221 0.001
0.00228613 0.001
0.00311337 0.001
0.0112447 0.001
8.323e-05 0.001
0.00357098 0.001
0.00685252 0.001
0.0448724 0.001
0.00165465 0.001
0.00016218 0.001
0.00149456 0.001
0.00868958 0.001
0.0100933 0.001
0.0434373 0.001
0.0268955 0.001
0.0059928 0.001
0.00541636 0.001
0.00270475 0.001
0.0131298 0.001
0.0333232 0.001
0.0620421 0.001
0.0181698 0.001
0.0527839 0.001
0.00126691 0.001
0.00060055 0.001
0.00162983 0.001
0.00151699 0.001
0.00269346 0.001
0.00300286 0.001
0.00167907 0.001
0.00094521 0.001
0.00119755 0.001
0.00114086 0.001
0.0108416 0.001
0.0304631 0.001
0.00317262 0.001
0.00102525 0.001
0.00159749 0.001
0.00110066 0.001
0.00144952 0.001
0.00163903 0.001
0.00213834 0.001
0.0033308 0.001
0.00034411 0.001
0.00012347 0.001
0.00997625 0.001
0.008143 0.001
7.307e-05 0.001
0.00045576 0.001
0.00022119 0.001
0.00111486 0.001
0.00073555 0.001
0.00023499 0.001
0.0007557 0.001
0.00013004 0.001
0.00051382 0.001
0.00014771 0.001
0.00033201 0.001
0.00146429 0.001
0.00010142 0.001
0.00044565 0.001
0.0123575 0.001
0.00492712 0.001
0.00336629 0.001
0.00390926 0.001
0.00107414 0.001
0.00355394 0.001
0.034255 0.001
0.00061556 0.001
0.00344252 0.001
0.00031629 0.001
0.00121655 0.001
0.00165167 0.001
0.00012533 0.001
1.4e-06 0.001
0.00010911 0.001
4.518e-05 0.001
0.00142691 0.001
0.00011798 0.001
0.00033238 0.001
0.00055459 0.001
0.00017851 0.001
0.0003027 0.001
0.0006731 0.001
5.527e-05 0.001
1.16e-05 0.001
4.907e-05 0.001
6.73e-05 0.001
0.00033304 0.001
0.00083152 0.001
0.00014318 0.001
0.00047552 0.001
0.00011013 0.001
0.00065326 0.001
0.00032639 0.001
0.00625108 0.001
0.00118582 0.001
0.00015991 0.001
0.00056738 0.001
0.00075196 0.001
0.00156093 0.001
0.0049883 0.001
0.00067867 0.001
0.00057833 0.001
0.00109434 0.001
0.00158924 0.001
0.00451222 0.001
0.00103235 0.001
0.00101106 0.001
0.00058089 0.001
0.00203252 0.001
0.00390698 0.001
4.48e-06 0.001
0.00073836 0.001
0.00027554 0.001
0.00060755 0.001
0.00073005 0.001
0.00100181 0.001
0.0007673 0.001
0.00090221 0.001
8.223e-05 0.001
0.00031935 0.001
5.664e-05 0.001
0.00011308 0.001
2.135e-05 0.001
0.00077824 0.001
3.095e-05 0.001
2.59e-05 0.001
5.55e-06 0.001
4.06e-05 0.001
0.00913315 0.001
5.927e-05 0.001
0.00020879 0.001
0.00011172 0.001
0.00055364 0.001
0.0002949 0.001
0.00029606 0.001
0.00114086 0.001
0.00048366 0.001
4.961e-05 0.001
0.00014924 0.001
0.00016051 0.001
0.0013979 0.001
0.00247845 0.001
0.00251257 0.001
0.00011792 0.001
0.00068304 0.001
0.00174599 0.001
0.00016485 0.001
0.00495377 0.001
0.00081558 0.001
0.0105021 0.001
0.00139104 0.001
0.00196783 0.001
0.0403166 0.001
0.102195 0.001
0.00728169 0.001
0.0019044 0.001
0.0124308 0.001
0.0106397 0.001
0.00033356 0.001
0.0151771 0.001
0.0272621 0.001
0.00396226 0.001
0.00882758 0.001
0.00386699 0.001
0.0236852 0.001
0.00035776 0.001
0.0213582 0.001
0.00947022 0.001
0.040775 0.001
0.0360843 0.001
0.0104149 0.001
0.00447791 0.001
0.00052934 0.001
0.00037903 0.001
0.00182533 0.001
0.00537685 0.001
0.00399568 0.001
0.00103272 0.001
0.00063722 0.001
0.00398247 0.001
0.00389333 0.001
0.0768696 0.001
0.0342396 0.001
0.00246022 0.001
0.00083339 0.001
0.0001403 0.001
0.00012699 0.001
0.00018492 0.001
0.00152845 0.001
0.00129835 0.001
0.00048417 0.001
9.524e-05 0.001
0.00090452 0.001
0.00087648 0.001
0.0004786 0.001
1.348e-05 0.001
0.0377933 0.001
0.00795049 0.001
0.00043741 0.001
0.00565176 0.001
0.0147582 0.001
0.0165313 0.001
0.0507846 0.001
0.00982071 0.001
0.00096393 0.001
0.0338064 0.001
0.00915601 0.001
1.68242 0.001
0.00013196 0.001
0.00044415 0.001
0.00230046 0.001
7.85e-06 0.001
0.00153815 0.001
0.00198033 0.001
0.036668 0.001
0.00754162 0.001
0.00204692 0.001
0.00314631 0.001
0.00549446 0.001
0.00073834 0.001
0.00195559 0.001
0.00054073 0.001
0.00623291 0.001
0.00414988 0.001
0.00150251 0.001
0.0126274 0.001
0.00110991 0.001
0.00060662 0.001
0.00049791 0.001
0.00191989 0.001
0.00025635 0.001
0.00429902 0.001
0.00171345 0.001
0.00144303 0.001
0.00128123 0.001
0.00711312 0.001
0.00196975 0.001
0.00262378 0.001
0.00228099 0.001
0.00490349 0.001
0.0144743 0.001
0.00435107 0.001
0.00017908 0.001
0.00262739 0.001
0.00026187 0.001
0.00109114 0.001
7.934e-05 0.001
0.00075087 0.001
0.00340122 0.001
0.00044787 0.001
0.00064352 0.001
0.00069446 0.001
0.0003315 0.001
0.00280439 0.001
0.0431742 0.001
0.00049906 0.001
0.0006614 0.001
0.00074725 0.001
0.00105811 0.001
0.00149998 0.001
0.00562081 0.001
0.0012002 0.001
0.00093629 0.001
0.00791696 0.001
3.575e-05 0.001
0.00058511 0.001
2.234e-05 0.001
1.93e-06 0.001
3.33e-06 0.001
0.00074207 0.001
6.92e-06 0.001
9.574e-05 0.001
0.00095827 0.001
6.2e-06 0.001
6.1e-07 0.001
1.75e-06 0.001
2.88e-06 0.001
4.45e-06 0.001
1.285e-05 0.001
4.6e-07 0.001
3.52e-06 0.001
9e-08 0.001
5.9e-07 0.001
8.631e-05 0.001
0.00046724 0.001
3.421e-05 0.001
8.8e-07 0.001
1.06e-06 0.001
2.27e-06 0.001
3.5e-07 0.001
4.88e-06 0.001
5.1e-06 0.001
0.00062717 0.001
7.894e-05 0.001
3.91e-06 0.001
1.14e-06 0.001
5e-07 0.001
5e-08 0.001
3.71e-06 0.001
2.23e-06 0.001
3.55e-06 0.001
4.25e-06 0.001
2.57e-06 0.001
3.6e-07 0.001
1.73e-06 0.001
0.00011329 0.001
0.00035374 0.001
1.52e-06 0.001
2.3e-07 0.001
8.9e-07 0.001
1.69e-06 0.001
3e-06 0.001
0.00010657 0.001
6.432e-05 0.001
9.408e-05 0.001
0.00085375 0.001
3.53e-05 0.001
0.00018744 0.001
2.04e-06 0.001
1.73e-06 0.001
1.65e-06 0.001
7.3e-07 0.001
8.07e-06 0.001
3.72e-06 0.001
1.65e-06 0.001
3.17e-06 0.001
4.17e-06 0.001
0.00045825 0.001
6.23e-06 0.001
0.00028381 0.001
0.00019118 0.001
8.721e-05 0.001
1.245e-05 0.001
0.00074242 0.001
0.00116679 0.001
5.507e-05 0.001
0.00080569 0.001
0.00096464 0.001
0.00305121 0.001
0.00050698 0.001
0.00023848 0.001
0.0622704 0.001
0.00191758 0.001
0.00371261 0.001
0.00058339 0.001
0.001248 0.001
0.00404454 0.001
0.00986216 0.001
0.0199727 0.001
0.16487 0.001
0.00270567 0.001
0.00411557 0.001
0.00281203 0.001
0.00022635 0.001
0.0028408 0.001
0.00014306 0.001
0.0206564 0.001
0.0003794 0.001
0.0039521 0.001
0.00041547 0.001
0.00039216 0.001
0.00390421 0.001
0.0001645 0.001
0.00022974 0.001
0.00051269 0.001
1.89e-06 0.001
5.366e-05 0.001
3.849e-05 0.001
0.00010055 0.001
2.274e-05 0.001
6e-05 0.001
0.00077231 0.001
7.271e-05 0.001
1.882e-05 0.001
2.07e-05 0.001
6.538e-05 0.001
3.138e-05 0.001
0.00061671 0.001
0.00017909 0.001
1.48e-05 0.001
0.00011373 0.001
1.129e-05 0.001
0.00068801 0.001
2.936e-05 0.001
0.00010618 0.001
5.852e-05 0.001
0.00015267 0.001
8.371e-05 0.001
0.00017011 0.001
1.24e-05 0.001
0.00186063 0.001
0.00092894 0.001
0.00026409 0.001
0.00177855 0.001
0.00168013 0.001
0.00096603 0.001
9.59e-06 0.001
0.00041734 0.001
0.00192819 0.001
0.00041596 0.001
0.00016787 0.001
0.00073108 0.001
0.00044117 0.001
0.00040707 0.001
0.00028955 0.001
0.00153337 0.001
